rownames,score,unemp,wage,distance,tuition,education,gender_male,ethnicity_hispanic,ethnicity_other,fcollege_yes,mcollege_yes,home_yes,urban_yes,income_low,region_west
44,51.11000061035156,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,12,False,False,True,False,False,True,False,True,False
45,39.40999984741211,6.199999809265137,8.09000015258789,0.6000000238418579,0.8891500234603882,15,False,False,True,False,False,True,False,True,False
46,54.97999954223633,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,16,False,False,True,True,False,True,False,False,False
47,41.59000015258789,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,False,False,False,True,True,False,False,True,False
48,55.31999969482422,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,13,False,False,True,False,False,True,False,True,False
49,42.22999954223633,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,True,True,False,False,False,True,False,True,False
50,62.0,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,16,False,False,True,False,False,True,False,True,False
51,49.650001525878906,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,15,True,True,False,False,False,False,False,True,False
52,44.959999084472656,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,False,False,True,False,False,True,False,True,False
53,37.310001373291016,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,False,False,True,False,False,True,False,True,False
54,39.869998931884766,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,True,False,True,False,False,True,False,True,False
55,56.43999862670898,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,16,False,False,True,False,False,True,False,True,False
56,42.650001525878906,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,12,True,False,False,False,False,True,False,True,False
57,60.04999923706055,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,15,False,False,True,True,True,True,False,False,False
58,38.31999969482422,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,12,False,False,True,False,False,False,False,True,False
59,65.87000274658203,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,15,False,False,True,True,False,True,False,False,False
60,44.650001525878906,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,13,True,False,True,False,False,True,False,True,False
61,57.7400016784668,5.5,8.09000015258789,1.5,0.8891500234603882,16,True,False,True,False,False,True,False,False,False
62,60.380001068115234,5.5,8.09000015258789,1.5,0.8891500234603882,12,True,False,True,True,False,True,False,False,False
63,62.77000045776367,5.5,8.09000015258789,1.5,0.8891500234603882,12,True,False,True,False,False,False,False,False,False
64,59.72999954223633,5.5,8.09000015258789,1.5,0.8891500234603882,16,True,False,True,False,False,True,False,True,False
65,57.060001373291016,5.5,8.09000015258789,1.5,0.8891500234603882,16,False,False,True,True,False,True,False,False,False
66,58.02000045776367,5.5,8.09000015258789,1.5,0.8891500234603882,15,False,False,True,False,False,True,False,True,False
67,54.7400016784668,5.5,8.09000015258789,1.5,0.8891500234603882,12,False,False,True,False,False,True,False,True,False
68,46.27999877929688,6.900000095367432,7.039999961853027,2.0,0.902999997138977,14,False,False,True,False,False,True,False,True,False
69,60.400001525878906,6.900000095367432,7.039999961853027,2.0,0.902999997138977,12,False,False,True,False,False,True,False,True,False
70,53.209999084472656,6.900000095367432,7.039999961853027,2.0,0.902999997138977,18,True,False,True,False,False,True,False,False,False
71,60.93000030517578,6.5,8.09000015258789,1.5,0.8891500234603882,14,False,False,True,False,False,True,False,True,False
72,48.43999862670898,6.5,8.09000015258789,1.5,0.8891500234603882,15,False,False,True,False,False,True,False,True,False
73,45.310001373291016,7.699999809265137,7.039999961853027,2.0,0.902999997138977,12,False,False,True,False,False,True,False,True,False
74,60.220001220703125,7.699999809265137,7.039999961853027,2.0,0.902999997138977,12,True,False,True,True,False,True,False,False,False
75,56.41999816894531,7.699999809265137,7.039999961853027,2.0,0.902999997138977,16,True,False,True,False,False,True,False,True,False
76,62.27000045776367,7.699999809265137,7.039999961853027,2.0,0.902999997138977,17,False,False,True,False,True,True,False,False,False
77,51.84000015258789,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,18,True,False,True,True,True,False,False,False,False
78,57.54999923706055,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,16,False,False,True,False,False,True,False,False,False
79,57.619998931884766,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,12,False,False,True,True,False,True,False,False,False
80,57.5,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,12,True,False,True,False,True,True,False,False,False
81,65.30999755859375,7.5,8.09000015258789,0.5,0.8891500234603882,16,True,False,True,True,False,True,False,True,False
82,50.619998931884766,7.5,8.09000015258789,0.5,0.8891500234603882,14,True,False,True,True,False,True,False,False,False
83,51.22999954223633,7.5,8.09000015258789,0.5,0.8891500234603882,15,True,False,True,False,False,True,False,True,False
84,53.54999923706055,7.5,8.09000015258789,0.5,0.8891500234603882,14,False,False,True,False,False,False,False,True,False
85,48.52000045776367,7.5,8.09000015258789,0.5,0.8891500234603882,12,False,False,True,False,False,True,False,True,False
86,43.40999984741211,7.5,8.09000015258789,0.5,0.8891500234603882,14,False,False,True,False,False,True,False,True,False
87,57.5,7.5,8.09000015258789,0.5,0.8891500234603882,14,False,False,True,False,False,True,False,True,False
88,51.31999969482422,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,15,False,False,True,False,False,True,False,True,False
89,36.369998931884766,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,False,False,True,False,False,False,False,True,False
90,43.79999923706055,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,False,False,True,False,False,True,False,True,False
91,45.13999938964844,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,False,False,True,False,False,True,False,False,False
92,63.2599983215332,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,16,False,False,True,False,False,True,False,True,False
93,51.31999969482422,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,17,False,False,True,True,True,True,False,True,False
94,44.22999954223633,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,True,False,True,False,False,True,False,True,False
95,42.93000030517578,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,12,False,False,True,False,False,True,False,False,False
96,47.59999847412109,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,12,False,False,True,False,False,True,False,True,False
97,56.470001220703125,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,13,True,False,True,True,False,True,False,False,False
98,64.69000244140625,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,16,True,False,True,False,False,True,False,True,False
99,62.34999847412109,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,16,False,False,True,True,True,True,False,True,False
100,48.959999084472656,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,False,False,True,False,False,True,False,True,False
101,40.27999877929688,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,False,False,True,False,False,True,False,False,False
102,44.65999984741211,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,True,False,True,False,False,True,False,True,False
103,65.45999908447266,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,True,False,True,False,False,False,False,True,False
104,37.810001373291016,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,False,False,True,False,False,True,False,True,False
105,66.94999694824219,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,16,True,False,True,True,True,True,False,False,False
106,55.63999938964844,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,16,False,False,True,False,False,True,False,False,False
107,51.27999877929688,6.5,8.09000015258789,3.5,0.8891500234603882,16,False,False,True,False,True,True,False,True,False
108,52.77999877929688,6.5,8.09000015258789,3.5,0.8891500234603882,14,False,False,True,False,False,True,False,True,False
109,64.5999984741211,6.5,8.09000015258789,3.5,0.8891500234603882,16,False,False,True,False,False,True,False,True,False
110,61.72999954223633,6.5,8.09000015258789,3.5,0.8891500234603882,16,False,False,True,True,False,True,False,True,False
111,50.810001373291016,5.400000095367432,8.09000015258789,1.899999976158142,0.8891500234603882,16,True,False,False,False,True,True,False,True,False
112,44.459999084472656,5.400000095367432,8.09000015258789,1.899999976158142,0.8891500234603882,12,True,False,True,True,True,True,False,False,False
113,41.58000183105469,13.5,7.690000057220459,5.0,1.1120100021362305,12,False,False,True,False,False,True,False,True,False
114,40.70000076293945,13.5,7.690000057220459,5.0,1.1120100021362305,12,False,False,True,False,False,False,False,True,False
115,39.630001068115234,13.5,7.690000057220459,5.0,1.1120100021362305,12,False,False,True,False,False,True,False,True,False
116,54.16999816894531,13.5,7.690000057220459,5.0,1.1120100021362305,12,False,False,True,False,False,True,False,True,False
117,38.95000076293945,13.5,7.690000057220459,5.0,1.1120100021362305,13,True,True,False,False,False,True,False,False,False
118,62.84000015258789,13.5,7.690000057220459,5.0,1.1120100021362305,15,False,False,True,False,False,True,False,True,False
119,64.4800033569336,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,16,True,False,True,False,False,False,False,True,False
120,47.09000015258789,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,False,False,True,False,False,True,False,False,False
121,50.95000076293945,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,False,False,True,False,False,True,False,True,False
122,44.459999084472656,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,True,False,True,False,False,True,False,False,False
123,58.88999938964844,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,False,False,True,False,True,False,False,False,False
124,54.36000061035156,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,16,False,False,False,False,False,True,False,True,False
125,45.290000915527344,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,13,False,False,True,False,False,True,False,True,False
126,54.16999816894531,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,15,False,False,True,False,False,True,False,True,False
127,52.7400016784668,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,True,False,True,True,False,True,False,False,False
128,60.93999862670898,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,True,False,True,False,False,True,False,True,False
129,40.18000030517578,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,True,False,True,False,False,True,False,False,False
130,58.09000015258789,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,False,False,True,False,True,True,False,True,False
131,54.2599983215332,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,14,True,False,True,False,False,True,False,True,False
132,57.130001068115234,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,False,False,True,True,False,True,False,False,False
133,64.9800033569336,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,False,False,True,False,False,True,False,True,False
134,65.3499984741211,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,14,True,False,True,False,False,False,False,True,False
135,55.959999084472656,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,False,False,True,False,False,True,False,True,False
136,61.72999954223633,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,False,False,True,False,False,True,False,False,False
137,56.34999847412109,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,True,False,True,False,False,True,False,True,False
138,51.09999847412109,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,13,True,False,True,False,False,True,False,False,False
139,39.52000045776367,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,False,False,True,False,False,True,False,True,False
140,60.75,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,False,False,True,True,True,True,False,True,False
141,38.18999862670898,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,True,False,True,False,False,True,False,True,False
142,51.02000045776367,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,False,False,True,False,False,True,False,True,False
143,53.650001525878906,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,True,False,True,False,False,True,False,True,False
144,56.34999847412109,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,15,True,False,True,False,False,True,False,False,False
145,52.95000076293945,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,15,False,False,True,False,False,True,False,False,False
146,63.40999984741211,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,13,True,False,True,False,False,True,False,True,False
147,66.16999816894531,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,16,True,False,True,True,True,True,False,False,False
148,45.09999847412109,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,13,True,False,True,False,False,True,False,False,False
149,66.94999694824219,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,16,True,False,True,True,False,True,False,True,False
150,62.900001525878906,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,18,False,False,True,True,False,True,False,False,False
151,52.97999954223633,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,13,True,False,True,True,True,True,False,False,False
152,62.290000915527344,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,13,False,False,True,False,True,True,False,True,False
153,44.310001373291016,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,12,True,False,True,False,True,True,False,True,False
154,64.11000061035156,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,16,False,False,True,True,False,True,False,True,False
155,58.619998931884766,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,13,True,False,True,False,False,True,False,False,False
156,56.91999816894531,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,False,False,True,False,False,True,False,True,False
157,52.66999816894531,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,False,False,True,False,False,True,False,True,False
158,64.83000183105469,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,15,True,False,True,True,True,True,False,False,False
159,49.900001525878906,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,True,False,True,False,False,True,False,True,False
160,62.54999923706055,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,False,False,True,False,False,True,False,False,False
161,66.48999786376953,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,True,False,True,False,False,True,False,False,False
162,62.13999938964844,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,True,False,True,True,True,True,False,False,False
163,49.20000076293945,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,13,True,False,True,False,False,True,True,True,False
164,51.470001220703125,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,14,False,False,True,False,False,True,True,True,False
165,62.150001525878906,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,14,False,False,True,False,False,True,True,True,False
166,43.2599983215332,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,12,False,False,False,False,False,False,True,True,False
167,54.540000915527344,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,12,False,False,True,False,True,False,True,True,False
168,58.720001220703125,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,18,True,False,True,False,False,True,True,True,False
169,57.880001068115234,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,13,False,False,True,True,True,True,False,False,False
170,68.5,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,15,False,False,True,True,False,False,False,True,False
171,52.63999938964844,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,15,True,False,True,False,True,True,False,False,False
172,37.540000915527344,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,False,False,True,False,True,False,True,True,False
173,63.59000015258789,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,16,True,False,True,False,False,False,True,True,False
174,49.900001525878906,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,False,False,True,False,False,True,True,True,False
175,67.18000030517578,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,15,True,False,True,True,True,True,True,True,False
176,61.02000045776367,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,False,False,True,False,False,True,True,True,False
177,55.88999938964844,7.199999809265137,8.850000381469727,0.6000000238418579,0.8498799800872803,16,False,False,True,False,False,True,False,False,False
178,59.2400016784668,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,15,True,False,True,False,False,True,False,True,False
179,62.97999954223633,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,18,True,False,True,True,False,True,False,False,False
180,51.08000183105469,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,12,True,False,True,False,False,True,False,True,False
181,57.119998931884766,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,15,False,False,True,False,False,True,False,False,False
182,60.40999984741211,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,17,False,False,True,False,False,True,False,True,False
183,44.27999877929688,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,12,False,False,True,False,False,True,False,True,False
184,53.04999923706055,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,13,True,False,True,False,False,False,False,True,False
185,48.79999923706055,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,12,False,False,True,False,False,True,False,True,False
186,53.59000015258789,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,15,True,False,True,False,False,True,False,True,False
187,39.209999084472656,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,12,True,False,True,False,False,True,False,True,False
188,65.93000030517578,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,14,False,False,True,True,True,True,True,True,False
189,56.08000183105469,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,16,False,False,True,False,True,True,True,True,False
190,63.130001068115234,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,17,True,False,True,False,True,True,True,False,False
191,58.369998931884766,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,16,False,False,True,False,False,True,True,True,False
192,59.90999984741211,5.099999904632568,8.850000381469727,1.5,0.8498799800872803,15,True,False,True,False,True,True,True,False,False
193,51.400001525878906,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,14,True,False,False,False,False,False,True,True,False
194,49.09000015258789,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,17,False,True,False,False,False,False,True,True,False
195,57.4900016784668,6.300000190734863,9.640000343322754,2.0,1.1524200439453125,17,True,False,True,False,False,True,False,False,False
196,45.36000061035156,8.0,9.640000343322754,0.1000000014901161,1.1524200439453125,16,False,False,False,True,True,False,True,False,False
197,44.68999862670898,8.0,9.640000343322754,0.1000000014901161,1.1524200439453125,13,True,False,True,False,False,True,True,True,False
198,45.84000015258789,8.0,9.640000343322754,0.0,1.1524200439453125,12,True,False,False,False,False,False,True,True,False
199,55.65999984741211,8.0,9.640000343322754,0.0,1.1524200439453125,16,True,False,False,False,False,True,True,True,False
200,35.79999923706055,8.0,9.640000343322754,0.0,1.1524200439453125,12,True,True,False,False,False,False,True,True,False
201,44.2400016784668,8.0,9.640000343322754,0.0,1.1524200439453125,14,True,False,False,False,False,False,True,False,False
202,51.33000183105469,8.0,9.640000343322754,0.0,1.1524200439453125,13,True,False,False,True,True,True,True,False,False
203,56.459999084472656,8.0,9.640000343322754,0.4000000059604645,1.1524200439453125,15,True,False,False,False,True,False,True,False,False
204,48.02999877929688,8.0,9.640000343322754,0.4000000059604645,1.1524200439453125,12,True,False,True,False,False,True,True,True,False
205,63.77000045776367,8.0,9.640000343322754,0.0,1.1524200439453125,17,True,False,True,False,False,False,True,True,False
206,69.9000015258789,8.0,9.640000343322754,0.0,1.1524200439453125,17,False,False,True,False,False,True,True,True,False
207,66.88999938964844,8.0,9.640000343322754,0.0,1.1524200439453125,16,False,False,True,False,False,False,True,True,False
208,68.44000244140625,8.0,9.640000343322754,0.0,1.1524200439453125,17,False,False,True,True,False,False,True,True,False
209,54.84999847412109,8.0,9.640000343322754,0.0,1.1524200439453125,13,True,False,False,False,False,True,True,True,False
210,62.36000061035156,8.0,9.640000343322754,1.5,1.1524200439453125,16,True,False,True,True,True,False,True,False,False
211,44.040000915527344,8.0,9.640000343322754,1.5,1.1524200439453125,12,False,False,True,False,False,False,True,True,False
212,56.93000030517578,8.0,9.640000343322754,1.5,1.1524200439453125,16,True,True,False,False,False,True,True,True,False
213,43.540000915527344,8.0,9.640000343322754,1.5,1.1524200439453125,13,True,False,False,False,False,True,True,True,False
214,58.869998931884766,6.0,9.640000343322754,1.5,1.1524200439453125,12,False,False,True,False,False,True,False,True,False
215,54.16999816894531,6.0,9.640000343322754,1.5,1.1524200439453125,16,False,False,True,True,False,True,False,False,False
216,58.72999954223633,6.0,9.640000343322754,1.5,1.1524200439453125,16,False,False,True,True,False,True,False,True,False
217,58.84000015258789,6.0,9.640000343322754,1.5,1.1524200439453125,16,False,False,True,False,True,True,False,True,False
218,65.79000091552734,8.0,9.640000343322754,0.5,1.1524200439453125,17,False,False,True,False,False,True,True,True,False
219,42.02999877929688,8.0,9.640000343322754,0.5,1.1524200439453125,14,False,True,False,False,True,True,True,True,False
220,60.43000030517578,8.0,9.640000343322754,0.5,1.1524200439453125,16,True,False,True,False,False,True,True,True,False
221,49.56999969482422,8.0,9.640000343322754,0.5,1.1524200439453125,15,False,True,False,False,False,False,True,True,False
222,51.959999084472656,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,15,False,False,True,False,False,True,False,True,False
223,63.56999969482422,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,16,True,False,True,False,False,True,False,True,False
224,51.68999862670898,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,15,False,False,True,False,False,True,False,False,False
225,57.869998931884766,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,15,False,False,True,False,False,True,False,False,False
226,49.810001373291016,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,14,False,False,True,False,False,True,False,False,False
227,52.4900016784668,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,14,False,False,True,False,False,True,False,True,False
228,43.220001220703125,9.5,9.640000343322754,0.800000011920929,1.1524200439453125,12,True,False,True,False,False,True,False,False,False
229,58.52999877929688,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,14,True,False,False,True,False,True,True,True,False
230,43.630001068115234,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,12,False,True,False,False,False,False,True,True,False
231,54.790000915527344,8.0,9.640000343322754,0.3000000119209289,1.1524200439453125,13,False,False,False,False,False,True,True,False,False
